Hotel,is_canceled,lead_time,Lead_Time_Group,arrival_date_year,arrival_date_month,Month_Number_Final,arrival_date_week_number,arrival_date_day_of_month,Total stay (Week + Weekend),total guests(child + adult + baby),Family Flag,country_name,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,days_in_waiting_list,adr in INR ,required_car_parking_spaces,total_of_special_requests,Revenue
City Hotel,0.00,115,91-180,2017,5,5,18,6,6,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8019,0,0,48114
Resort Hotel,0.00,4,0-30,2015,10,10,41,10,2,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10035,0,0,20070
City Hotel,0.00,4,0-30,2016,3,3,11,7,4,1,Family,Unknown,Offline TA/TO,TA/TO,0,0,1,1,No Deposit,0,7920,0,0,31680
City Hotel,1.00,132,91-180,2016,10,10,41,8,5,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10206,0,1,51030
Resort Hotel,0.00,103,91-180,2016,5,5,19,2,7,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4207.5,0,0,29452.5
Resort Hotel,0.00,28,0-30,2016,4,4,16,11,1,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,5850,0,1,5850
Resort Hotel,1.00,94,91-180,2016,10,10,41,6,7,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14567.4,0,0,101971.8
Resort Hotel,1.00,152,91-180,2017,8,8,32,7,3,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,22349.7,0,0,67049.1
City Hotel,1.00,349,180+,2016,12,12,50,6,1,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,6561,0,0,6561
Resort Hotel,0.00,0,0-30,2016,11,11,46,12,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,6750
City Hotel,1.00,69,31-90,2016,9,9,36,1,8,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11158.2,0,0,89265.6
City Hotel,0.00,19,0-30,2016,7,7,27,1,3,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,13590,0,1,40770
City Hotel,0.00,24,0-30,2017,6,6,24,11,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,9507.6,0,1,38030.4
City Hotel,0.00,46,31-90,2017,1,1,1,1,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,5850,0,1,11700
City Hotel,0.00,19,0-30,2017,6,6,23,4,5,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,11520,0,1,57600
City Hotel,0.00,71,31-90,2016,5,5,19,7,6,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11934,0,0,71604
City Hotel,0.00,103,91-180,2017,2,2,6,5,5,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,6732,0,2,33660
Resort Hotel,1.00,164,91-180,2016,7,7,27,1,14,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9486,0,1,132804
Resort Hotel,0.00,57,31-90,2017,1,1,1,7,10,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,2,No Deposit,0,3942,0,2,39420
City Hotel,0.00,24,0-30,2017,1,1,1,7,5,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,8109,0,2,40545
City Hotel,1.00,82,31-90,2016,2,2,6,2,5,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,21,8640,0,0,43200
City Hotel,0.00,155,91-180,2016,8,8,33,9,4,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10411.2,0,1,41644.8
City Hotel,1.00,9,0-30,2016,5,5,20,9,4,1,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,12690,0,0,50760
Resort Hotel,0.00,110,91-180,2016,5,5,20,8,11,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6547.5,0,0,72022.5
City Hotel,0.00,43,31-90,2016,9,9,37,7,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8829,0,1,8829
City Hotel,0.00,31,31-90,2016,7,7,28,7,3,3,Family,Brazil,Direct,Direct,0,0,0,0,No Deposit,0,15115.5,1,1,45346.5
City Hotel,1.00,190,180+,2016,4,4,15,9,2,2,Family,Portugal,Groups,TA/TO,0,1,0,0,No Deposit,31,6300,0,0,12600
City Hotel,0.00,253,180+,2015,9,9,37,12,7,1,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,7267.5,0,2,50872.5
City Hotel,0.00,34,31-90,2017,3,3,10,5,4,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,9027,0,1,36108
Resort Hotel,0.00,261,180+,2016,10,10,41,6,2,1,Family,Germany,Groups,TA/TO,0,0,0,0,No Deposit,0,6570,0,0,13140
City Hotel,0.00,206,180+,2017,5,5,19,7,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10530,0,1,31590
Resort Hotel,0.00,130,91-180,2017,7,7,28,9,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,16020,0,1,32040
Resort Hotel,0.00,83,31-90,2015,10,10,42,11,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,5086.8,0,2,25434
City Hotel,0.00,0,0-30,2017,1,1,2,11,1,2,Family,United Kingdom,Direct,Direct,0,0,0,0,No Deposit,0,8100,0,0,8100
Resort Hotel,0.00,0,0-30,2016,2,2,7,10,1,1,Family,Portugal,Corporate,Corporate,0,0,2,1,No Deposit,0,2430,1,0,2430
City Hotel,1.00,96,91-180,2015,7,7,28,11,3,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8505,0,0,25515
City Hotel,1.00,103,91-180,2016,7,7,28,8,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,2,No Deposit,0,13203,0,0,39609
Resort Hotel,1.00,169,91-180,2017,2,2,5,2,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,3402,0,3,10206
Resort Hotel,1.00,218,180+,2016,9,9,36,1,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9000,0,1,63000
City Hotel,0.00,4,0-30,2017,7,7,28,10,1,1,Family,Portugal,Corporate,Corporate,1,0,2,1,No Deposit,0,5850,0,0,5850
Resort Hotel,1.00,40,31-90,2015,11,11,46,11,4,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,3600,0,0,14400
City Hotel,0.00,259,180+,2016,12,12,50,7,4,3,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,9409.5,0,1,37638
Resort Hotel,1.00,0,0-30,2015,9,9,37,9,1,1,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,13140,0,2,13140
City Hotel,1.00,22,0-30,2017,8,8,31,2,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,14940,0,1,44820
City Hotel,0.00,0,0-30,2017,8,8,32,7,1,3,Family,Argentina,Online TA,TA/TO,0,0,0,0,No Deposit,0,18900,0,0,18900
City Hotel,0.00,4,0-30,2017,5,5,19,9,1,1,Family,Portugal,Corporate,Corporate,1,0,7,0,No Deposit,0,6030,0,1,6030
City Hotel,1.00,73,31-90,2016,12,12,50,5,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,2,37800
City Hotel,0.00,4,0-30,2016,1,1,1,2,3,1,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,7830,0,0,23490
City Hotel,0.00,78,31-90,2017,4,4,15,10,4,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,10732.5,0,1,42930
City Hotel,0.00,15,0-30,2017,6,6,23,6,2,2,Family,Brazil,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8010,0,0,16020
City Hotel,0.00,26,0-30,2016,8,8,33,7,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,12915,0,1,25830
Resort Hotel,0.00,6,0-30,2016,1,1,3,10,6,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,4752,0,1,28512
City Hotel,1.00,46,31-90,2017,5,5,19,7,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,15001.2,0,0,75006
City Hotel,0.00,37,31-90,2016,2,2,7,8,5,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,7065,1,1,35325
Resort Hotel,0.00,0,0-30,2017,2,2,5,1,1,1,Family,Portugal,Corporate,Corporate,0,1,10,1,No Deposit,0,4230,1,2,4230
City Hotel,0.00,8,0-30,2017,4,4,14,7,3,5,Family,Spain,Direct,Direct,0,0,0,0,No Deposit,0,26010,1,2,78030
City Hotel,0.00,57,31-90,2017,3,3,9,3,4,2,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,9027,0,1,36108
Resort Hotel,1.00,290,180+,2016,8,8,33,8,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,14175,0,1,42525
Resort Hotel,0.00,4,0-30,2017,2,2,5,4,4,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4860,0,0,19440
City Hotel,0.00,1,0-30,2015,12,12,49,4,3,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7224.3,0,0,21672.9
City Hotel,1.00,8,0-30,2016,5,5,20,10,2,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9771.3,0,0,19542.6
Resort Hotel,1.00,66,31-90,2015,12,12,49,5,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,5760,0,0,11520
City Hotel,1.00,104,91-180,2015,12,12,49,3,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,0,6750,0,0,20250
City Hotel,0.00,124,91-180,2015,8,8,32,8,3,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8505,0,0,25515
Resort Hotel,0.00,18,0-30,2017,6,6,23,10,5,4,Family,Portugal,Direct,Direct,0,0,0,4,No Deposit,0,23670,0,1,118350
City Hotel,1.00,98,91-180,2016,12,12,50,8,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,7128,0,2,21384
Resort Hotel,0.00,0,0-30,2015,12,12,49,1,3,1,Family,Spain,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7650,1,0,22950
Resort Hotel,1.00,118,91-180,2015,8,8,32,6,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10854,0,0,32562
City Hotel,0.00,168,91-180,2017,5,5,19,9,6,2,Family,Unknown,Online TA,TA/TO,0,0,0,5,No Deposit,0,13095,0,0,78570
City Hotel,0.00,23,0-30,2016,1,1,1,2,3,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9810,0,1,29430
Resort Hotel,0.00,0,0-30,2017,7,7,27,6,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8640,0,1,8640
City Hotel,0.00,2,0-30,2016,2,2,7,12,1,2,Family,Portugal,Complementary,Direct,0,0,0,0,No Deposit,0,180,0,0,180
City Hotel,0.00,20,0-30,2017,1,1,2,9,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,8269.2,1,1,33076.8
City Hotel,1.00,45,31-90,2017,7,7,27,2,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8829,0,1,17658
Resort Hotel,1.00,157,91-180,2017,7,7,27,3,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,14271.3,0,0,99899.1
City Hotel,1.00,81,31-90,2016,5,5,19,3,2,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,10449,0,1,20898
City Hotel,0.00,63,31-90,2015,9,9,36,2,3,2,Family,Brazil,Groups,TA/TO,0,0,0,0,No Deposit,0,5400,0,0,16200
Resort Hotel,0.00,195,180+,2017,3,3,10,5,10,2,Family,United Kingdom,Groups,TA/TO,0,0,0,0,No Deposit,0,5767.2,0,0,57672
Resort Hotel,0.00,1,0-30,2016,2,2,7,7,1,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2610,0,0,2610
City Hotel,1.00,120,91-180,2017,7,7,28,10,3,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,9720,0,0,29160
Resort Hotel,0.00,48,31-90,2016,5,5,20,11,1,2,Family,France,Direct,Direct,0,0,0,0,No Deposit,0,8550,1,0,8550
City Hotel,0.00,20,0-30,2016,10,10,42,12,2,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,15210,0,1,30420
Resort Hotel,0.00,7,0-30,2016,5,5,20,11,1,2,Family,United Kingdom,Direct,Direct,0,0,0,1,No Deposit,0,6300,1,1,6300
Resort Hotel,1.00,144,91-180,2017,7,7,27,3,4,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7020,0,0,28080
Resort Hotel,0.00,3,0-30,2017,3,3,11,12,3,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,5400,0,2,16200
City Hotel,0.00,149,91-180,2016,8,8,33,12,3,4,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,17577,1,1,52731
City Hotel,0.00,290,180+,2017,7,7,27,3,8,1,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,8991,0,1,71928
City Hotel,1.00,57,31-90,2017,4,4,14,3,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,10530,0,0,42120
Resort Hotel,0.00,297,180+,2016,6,6,24,11,7,1,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,5391,0,1,37737
City Hotel,1.00,258,180+,2017,3,3,10,8,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,7650,0,0,30600
Resort Hotel,0.00,40,31-90,2016,12,12,49,1,7,2,Family,France,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,5760,0,0,40320
City Hotel,0.00,7,0-30,2016,4,4,15,4,1,1,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8550,0,0,8550
City Hotel,1.00,19,0-30,2016,5,5,19,7,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10260,0,0,20520
Resort Hotel,1.00,171,91-180,2017,7,7,27,3,7,4,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,16713.9,0,0,116997.3
City Hotel,0.00,126,91-180,2016,5,5,19,4,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,6892.2,0,1,27568.8
City Hotel,0.00,92,91-180,2017,6,6,23,10,2,2,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,10368,0,0,20736
City Hotel,0.00,40,31-90,2016,6,6,24,9,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9801,0,1,9801
City Hotel,0.00,93,91-180,2017,5,5,18,4,2,3,Family,France,Online TA,TA/TO,0,0,0,1,No Deposit,0,17820,0,1,35640
City Hotel,0.00,194,180+,2016,8,8,32,2,6,2,Family,Netherlands,Direct,Direct,0,0,0,0,No Deposit,0,7267.5,0,0,43605
City Hotel,0.00,103,91-180,2016,5,5,19,4,3,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7200,0,0,21600
City Hotel,0.00,14,0-30,2017,3,3,10,10,1,3,Family,Brazil,Online TA,TA/TO,0,0,1,0,No Deposit,0,11520,0,1,11520
Resort Hotel,0.00,0,0-30,2016,5,5,19,2,1,2,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,7110,0,0,7110
City Hotel,0.00,4,0-30,2017,7,7,28,11,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,2,25200
Resort Hotel,0.00,5,0-30,2016,12,12,51,11,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,5670,0,2,17010
City Hotel,0.00,2,0-30,2017,8,8,31,3,1,1,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,1,12600
City Hotel,0.00,0,0-30,2016,11,11,45,5,1,3,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,12600,0,0,12600
City Hotel,0.00,51,31-90,2016,10,10,41,7,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,13222.8,0,1,13222.8
Resort Hotel,1.00,94,91-180,2017,5,5,19,11,8,2,Family,France,Direct,Direct,0,0,0,1,No Deposit,0,11430,0,0,91440
City Hotel,0.00,176,91-180,2017,7,7,27,2,3,3,Family,Germany,Direct,Direct,0,0,0,0,No Deposit,0,12069,0,0,36207
Resort Hotel,0.00,47,31-90,2015,12,12,49,5,3,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,2,No Deposit,0,5450.4,0,1,16351.2
City Hotel,0.00,4,0-30,2016,4,4,16,11,5,3,Family,France,Direct,Direct,0,0,0,0,No Deposit,0,13950,0,1,69750
City Hotel,1.00,4,0-30,2016,8,8,32,1,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9810,0,0,19620
City Hotel,0.00,92,91-180,2016,11,11,46,11,1,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8100,0,0,8100
City Hotel,0.00,1,0-30,2016,8,8,32,3,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,12510,0,2,37530
City Hotel,1.00,302,180+,2016,5,5,19,5,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,5580,0,0,11160
Resort Hotel,1.00,58,31-90,2015,12,12,49,5,3,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2025,0,1,6075
City Hotel,0.00,78,31-90,2016,7,7,28,4,9,1,Family,Portugal,Online TA,TA/TO,0,0,0,2,No Deposit,0,11592,0,1,104328
City Hotel,0.00,187,180+,2016,10,10,41,7,3,2,Family,France,Online TA,TA/TO,0,0,0,1,No Deposit,0,9801,0,3,29403
City Hotel,1.00,82,31-90,2016,8,8,33,7,3,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,12069,0,1,36207
City Hotel,0.00,10,0-30,2016,7,7,28,3,2,4,Family,Portugal,Complementary,Direct,0,0,0,0,No Deposit,0,3150,0,3,6300
City Hotel,0.00,40,31-90,2016,2,2,7,11,4,1,Family,United Kingdom,Direct,Direct,0,0,0,0,No Deposit,0,6165,0,0,24660
City Hotel,1.00,30,0-30,2015,11,11,45,1,4,4,Family,Portugal,Direct,Direct,0,1,0,0,No Deposit,0,11637,0,3,46548
City Hotel,1.00,5,0-30,2017,3,3,10,6,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,8550,0,0,17100
City Hotel,0.00,81,31-90,2016,3,3,11,9,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,6075,0,1,18225
City Hotel,1.00,101,91-180,2017,8,8,31,3,3,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,10125,0,2,30375
City Hotel,1.00,74,31-90,2017,6,6,22,1,2,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,12960,0,0,25920
Resort Hotel,0.00,103,91-180,2015,8,8,32,6,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9286.2,1,1,37144.8
Resort Hotel,0.00,2,0-30,2016,3,3,10,1,2,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,5850,0,0,11700
Resort Hotel,0.00,5,0-30,2017,3,3,9,1,2,1,Family,Portugal,Corporate,Corporate,1,0,15,0,No Deposit,0,3150,0,0,6300
Resort Hotel,0.00,23,0-30,2016,2,2,6,6,4,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2610,0,0,10440
Resort Hotel,0.00,30,0-30,2015,7,7,28,5,5,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,11070,0,0,55350
City Hotel,0.00,31,31-90,2017,4,4,14,6,2,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,10800,0,0,21600
Resort Hotel,0.00,0,0-30,2015,10,10,41,10,2,2,Family,Spain,Direct,Direct,0,0,0,0,No Deposit,0,8100,0,1,16200
City Hotel,0.00,43,31-90,2016,11,11,45,1,5,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6120,0,0,30600
Resort Hotel,0.00,0,0-30,2016,11,11,45,3,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,6750
City Hotel,0.00,47,31-90,2016,3,3,11,9,4,3,Family,Unknown,Groups,Direct,0,0,0,2,No Deposit,0,5850,0,1,23400
City Hotel,0.00,122,91-180,2017,5,5,19,11,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10530,0,0,21060
Resort Hotel,0.00,364,180+,2016,10,10,42,12,5,2,Family,United Kingdom,Groups,Corporate,0,0,0,2,No Deposit,0,5940,0,0,29700
City Hotel,0.00,36,31-90,2016,5,5,19,1,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10449,0,1,41796
City Hotel,1.00,113,91-180,2016,5,5,19,1,7,4,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,15070.5,0,0,105493.5
City Hotel,1.00,19,0-30,2017,5,5,18,2,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,2,37800
City Hotel,0.00,11,0-30,2017,5,5,18,4,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,16110,1,2,32220
City Hotel,0.00,1,0-30,2015,10,10,40,3,1,1,Family,Unknown,Direct,Direct,0,0,0,0,Non Refund,0,13050,0,0,13050
Resort Hotel,0.00,23,0-30,2017,1,1,1,5,7,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5940,0,0,41580
City Hotel,0.00,148,91-180,2017,8,8,31,3,9,3,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,15795,0,0,142155
Resort Hotel,1.00,244,180+,2016,7,7,29,12,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,8331.3,0,1,58319.1
Resort Hotel,0.00,23,0-30,2017,2,2,6,11,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,9270,0,3,9270
City Hotel,0.00,5,0-30,2016,2,2,7,12,1,3,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9900,0,3,9900
Resort Hotel,0.00,44,31-90,2016,4,4,15,6,4,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,7470,0,1,29880
City Hotel,0.00,322,180+,2017,5,5,18,5,1,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,6750
City Hotel,0.00,1,0-30,2017,1,1,1,4,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8919,1,1,26757
Resort Hotel,1.00,30,0-30,2016,10,10,42,9,3,2,Family,Portugal,Groups,Corporate,0,0,0,1,No Deposit,0,4950,0,0,14850
City Hotel,0.00,176,91-180,2017,8,8,31,2,7,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7209,0,0,50463
City Hotel,0.00,131,91-180,2016,7,7,27,2,3,3,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,10935,1,1,32805
City Hotel,0.00,0,0-30,2015,8,8,33,11,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12960,0,0,25920
City Hotel,0.00,84,31-90,2016,11,11,45,5,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,5488.2,0,1,5488.2
City Hotel,1.00,85,31-90,2015,11,11,45,7,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,60,9990,0,0,19980
Resort Hotel,0.00,383,180+,2016,10,10,41,6,3,2,Family,United Kingdom,Groups,TA/TO,0,0,0,0,No Deposit,0,5040,1,0,15120
Resort Hotel,1.00,248,180+,2017,7,7,26,1,14,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10098,0,0,141372
Resort Hotel,0.00,70,31-90,2017,5,5,18,2,7,1,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3960,0,2,27720
City Hotel,0.00,25,0-30,2016,2,2,7,11,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8370,0,1,25110
Resort Hotel,0.00,274,180+,2017,3,3,10,10,3,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,3582,0,2,10746
City Hotel,0.00,62,31-90,2016,11,11,46,6,5,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13996.8,0,1,69984
City Hotel,0.00,47,31-90,2017,6,6,24,11,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,1,50400
City Hotel,0.00,36,31-90,2017,3,3,9,2,2,2,Family,France,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,6750,0,0,13500
City Hotel,0.00,88,31-90,2015,10,10,41,5,2,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,77,10098,0,0,20196
Resort Hotel,0.00,2,0-30,2016,2,2,7,12,2,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,8550,0,0,17100
City Hotel,1.00,23,0-30,2017,6,6,23,7,2,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,0,14985,0,0,29970
City Hotel,0.00,34,31-90,2015,8,8,32,5,2,3,Family,Portugal,Groups,TA/TO,0,0,0,1,No Deposit,0,7560,0,0,15120
City Hotel,0.00,12,0-30,2017,4,4,15,11,1,4,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,20250,0,2,20250
City Hotel,1.00,53,31-90,2015,10,10,42,12,4,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,9450,0,0,37800
City Hotel,1.00,38,31-90,2017,3,3,10,10,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10620,0,0,31860
City Hotel,1.00,183,180+,2016,8,8,33,9,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10080,0,1,30240
City Hotel,0.00,22,0-30,2017,2,2,6,9,5,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,5987.7,0,1,29938.5
City Hotel,0.00,36,31-90,2017,4,4,14,6,4,2,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,8208,0,0,32832
City Hotel,0.00,11,0-30,2016,5,5,20,9,15,1,Family,France,Aviation,Corporate,0,0,0,1,No Deposit,0,8550,0,0,128250
City Hotel,1.00,227,180+,2017,5,5,18,1,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,2,No Deposit,0,11452.5,0,0,45810
Resort Hotel,0.00,3,0-30,2016,11,11,45,3,3,2,Family,Portugal,Direct,Direct,1,1,9,0,No Deposit,0,8550,1,4,25650
